"Year","Month","Latitude","Longitude","AddressAccuracy","Species","Virus"
2007,"6",41.9216,-87.666455,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.9216,-87.666455,8,"CULEX RESTUANS","0"
2007,"6",41.891118,-87.654491,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.891118,-87.654491,8,"CULEX RESTUANS","0"
2007,"6",41.867108,-87.654224,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.896282,-87.655232,8,"CULEX RESTUANS","0"
2007,"6",41.919343,-87.694259,8,"CULEX RESTUANS","0"
2007,"6",41.688324,-87.676709,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.688324,-87.676709,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.688324,-87.676709,8,"CULEX RESTUANS","0"
2007,"6",41.731922,-87.677512,8,"CULEX RESTUANS","0"
2007,"6",41.891126,-87.61156,5,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.891126,-87.61156,5,"CULEX RESTUANS","0"
2007,"6",41.999129,-87.795585,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.999129,-87.795585,8,"CULEX RESTUANS","0"
2007,"6",42.01743,-87.687769,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",42.01743,-87.687769,8,"CULEX RESTUANS","0"
2007,"6",41.944869,-87.832763,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.944869,-87.832763,8,"CULEX RESTUANS","0"
2007,"6",42.011601,-87.811506,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",42.011601,-87.811506,8,"CULEX RESTUANS","0"
2007,"6",41.94983,-87.698457,9,"CULEX RESTUANS","0"
2007,"6",41.979243,-87.750938,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.986921,-87.689778,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.986921,-87.689778,9,"CULEX RESTUANS","0"
2007,"6",41.906638,-87.701431,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.906638,-87.701431,9,"CULEX RESTUANS","0"
2007,"6",41.868077,-87.666901,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.868077,-87.666901,9,"CULEX RESTUANS","0"
2007,"6",41.868077,-87.666901,9,"CULEX PIPIENS","0"
2007,"6",41.662014,-87.724608,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.662014,-87.724608,8,"CULEX RESTUANS","0"
2007,"6",41.662014,-87.724608,8,"CULEX PIPIENS","0"
2007,"6",41.961743,-87.76007,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.961743,-87.76007,9,"CULEX RESTUANS","0"
2007,"6",41.953067,-87.776792,8,"CULEX RESTUANS","0"
2007,"6",41.878114,-87.629798,3,"CULEX RESTUANS","0"
2007,"6",41.958271,-87.702575,9,"CULEX RESTUANS","0"
2007,"6",41.932094,-87.700117,8,"CULEX RESTUANS","0"
2007,"6",42.006858,-87.675919,9,"CULEX RESTUANS","0"
2007,"6",41.916265,-87.800515,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.916265,-87.800515,8,"CULEX RESTUANS","0"
2007,"6",41.682587,-87.707973,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.682587,-87.707973,9,"CULEX RESTUANS","0"
2007,"6",41.963976,-87.69181,9,"CULEX RESTUANS","0"
2007,"6",41.953705,-87.733974,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.964242,-87.757639,8,"CULEX RESTUANS","0"
2007,"6",41.990284,-87.797127,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.990284,-87.797127,8,"CULEX RESTUANS","0"
2007,"6",42.008314,-87.777921,9,"CULEX RESTUANS","0"
2007,"6",41.991429,-87.747113,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.843811,-87.686763,9,"CULEX RESTUANS","0"
2007,"6",41.921177,-87.79518,8,"CULEX RESTUANS","0"
2007,"6",41.852652,-87.719887,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.852652,-87.719887,8,"CULEX RESTUANS","0"
2007,"6",41.857402,-87.694991,8,"CULEX RESTUANS","0"
2007,"6",41.868142,-87.696269,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.868142,-87.696269,9,"CULEX RESTUANS","0"
2007,"6",41.846283,-87.656913,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.721474,-87.648064,8,"CULEX RESTUANS","0"
2007,"6",41.869107,-87.696293,9,"CULEX PIPIENS","0"
2007,"6",41.719059,-87.675088,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.719059,-87.675088,9,"CULEX RESTUANS","0"
2007,"6",41.966987,-87.674677,8,"CULEX RESTUANS","0"
2007,"6",41.95469,-87.800991,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.974089,-87.824812,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.974089,-87.824812,8,"CULEX RESTUANS","0"
2007,"6",41.891118,-87.654491,8,"CULEX RESTUANS","0"
2007,"6",41.921965,-87.632085,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.688324,-87.676709,8,"CULEX RESTUANS","0"
2007,"6",41.688324,-87.676709,8,"CULEX PIPIENS","0"
2007,"6",41.862292,-87.64886,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.731922,-87.677512,8,"CULEX RESTUANS","0"
2007,"6",41.999129,-87.795585,8,"CULEX RESTUANS","0"
2007,"6",42.01743,-87.687769,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",42.01743,-87.687769,8,"CULEX RESTUANS","0"
2007,"6",41.907645,-87.760886,8,"CULEX RESTUANS","0"
2007,"6",42.011601,-87.811506,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.986921,-87.689778,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.986921,-87.689778,9,"CULEX RESTUANS","0"
2007,"6",41.801498,-87.763416,9,"CULEX PIPIENS","0"
2007,"6",41.723195,-87.64997,5,"CULEX RESTUANS","0"
2007,"6",41.868077,-87.666901,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.868077,-87.666901,9,"CULEX RESTUANS","0"
2007,"6",41.868077,-87.666901,9,"CULEX PIPIENS","0"
2007,"6",41.662014,-87.724608,8,"CULEX RESTUANS","0"
2007,"6",41.961743,-87.76007,9,"CULEX RESTUANS","0"
2007,"6",41.953067,-87.776792,8,"CULEX RESTUANS","0"
2007,"6",41.878114,-87.629798,3,"CULEX RESTUANS","0"
2007,"6",41.958271,-87.702575,9,"CULEX RESTUANS","0"
2007,"6",42.006858,-87.675919,9,"CULEX RESTUANS","0"
2007,"6",41.916265,-87.800515,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.916265,-87.800515,8,"CULEX RESTUANS","0"
2007,"6",41.682587,-87.707973,9,"CULEX RESTUANS","0"
2007,"6",41.948167,-87.730698,8,"CULEX RESTUANS","0"
2007,"6",41.990284,-87.797127,8,"CULEX RESTUANS","0"
2007,"6",41.991429,-87.747113,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.857402,-87.694991,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.857402,-87.694991,8,"CULEX RESTUANS","0"
2007,"6",41.721474,-87.648064,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.721474,-87.648064,8,"CULEX PIPIENS","0"
2007,"6",41.923738,-87.785288,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.970248,-87.787992,8,"CULEX RESTUANS","0"
2007,"6",42.010412,-87.66214,8,"CULEX RESTUANS","0"
2007,"6",41.89923,-87.716788,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.89923,-87.716788,9,"CULEX RESTUANS","0"
2007,"6",41.692555,-87.598865,8,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.692555,-87.598865,8,"CULEX RESTUANS","0"
2007,"6",41.94016,-87.794896,9,"CULEX PIPIENS/RESTUANS","0"
2007,"6",41.903002,-87.688267,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.95469,-87.800991,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.95469,-87.800991,9,"CULEX RESTUANS","0"
2007,"7",41.994991,-87.769279,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.994991,-87.769279,9,"CULEX RESTUANS","0"
2007,"7",41.974089,-87.824812,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.9216,-87.666455,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.9216,-87.666455,8,"CULEX RESTUANS","0"
2007,"7",41.891118,-87.654491,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.891118,-87.654491,8,"CULEX RESTUANS","0"
2007,"7",41.867108,-87.654224,8,"CULEX RESTUANS","0"
2007,"7",41.921965,-87.632085,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.921965,-87.632085,8,"CULEX RESTUANS","0"
2007,"7",41.688324,-87.676709,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.688324,-87.676709,8,"CULEX RESTUANS","0"
2007,"7",41.731922,-87.677512,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.731922,-87.677512,8,"CULEX RESTUANS","0"
2007,"7",41.731922,-87.677512,8,"CULEX PIPIENS","0"
2007,"7",41.891126,-87.61156,5,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.891126,-87.61156,5,"CULEX RESTUANS","0"
2007,"7",42.01743,-87.687769,8,"CULEX RESTUANS","0"
2007,"7",41.981964,-87.812827,8,"CULEX RESTUANS","0"
2007,"7",41.944869,-87.832763,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",42.011601,-87.811506,8,"CULEX RESTUANS","0"
2007,"7",41.94983,-87.698457,9,"CULEX RESTUANS","0"
2007,"7",41.986921,-87.689778,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.986921,-87.689778,9,"CULEX RESTUANS","0"
2007,"7",41.986921,-87.689778,9,"CULEX PIPIENS","0"
2007,"7",41.723195,-87.64997,5,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.868077,-87.666901,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.868077,-87.666901,9,"CULEX RESTUANS","0"
2007,"7",41.869216,-87.627561,8,"CULEX RESTUANS","0"
2007,"7",41.662014,-87.724608,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.662014,-87.724608,8,"CULEX RESTUANS","0"
2007,"7",41.662014,-87.724608,8,"CULEX SALINARIUS","0"
2007,"7",41.953067,-87.776792,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.953067,-87.776792,8,"CULEX RESTUANS","0"
2007,"7",41.878114,-87.629798,3,"CULEX SALINARIUS","0"
2007,"7",41.958271,-87.702575,9,"CULEX RESTUANS","0"
2007,"7",41.994469,-87.667736,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.994469,-87.667736,8,"CULEX RESTUANS","0"
2007,"7",41.916265,-87.800515,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.916265,-87.800515,8,"CULEX RESTUANS","0"
2007,"7",41.846075,-87.716277,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.918705,-87.752329,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.682587,-87.707973,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.682587,-87.707973,9,"CULEX RESTUANS","0"
2007,"7",41.948167,-87.730698,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.964242,-87.757639,8,"CULEX RESTUANS","0"
2007,"7",41.990284,-87.797127,8,"CULEX RESTUANS","0"
2007,"7",42.008314,-87.777921,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",42.008314,-87.777921,9,"CULEX RESTUANS","0"
2007,"7",41.991429,-87.747113,8,"CULEX SALINARIUS","0"
2007,"7",41.921177,-87.79518,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.921177,-87.79518,8,"CULEX RESTUANS","0"
2007,"7",41.857402,-87.694991,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.868142,-87.696269,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.868142,-87.696269,9,"CULEX RESTUANS","0"
2007,"7",41.846283,-87.656913,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.721474,-87.648064,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.869107,-87.696293,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.719059,-87.675088,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.719059,-87.675088,9,"CULEX RESTUANS","0"
2007,"7",41.923738,-87.785288,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.923738,-87.785288,9,"CULEX RESTUANS","0"
2007,"7",41.970248,-87.787992,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.970248,-87.787992,8,"CULEX RESTUANS","0"
2007,"7",42.010412,-87.66214,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.89923,-87.716788,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.89923,-87.716788,9,"CULEX RESTUANS","0"
2007,"7",41.942114,-87.776385,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.960616,-87.777189,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.883284,-87.705085,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.883284,-87.705085,8,"CULEX RESTUANS","0"
2007,"7",41.704336,-87.703736,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.95469,-87.800991,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.95469,-87.800991,9,"CULEX RESTUANS","0"
2007,"7",41.95469,-87.800991,9,"CULEX PIPIENS","0"
2007,"7",41.994991,-87.769279,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.974089,-87.824812,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.974089,-87.824812,8,"CULEX RESTUANS","0"
2007,"7",41.974089,-87.824812,8,"CULEX RESTUANS","0"
2007,"7",41.9216,-87.666455,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.9216,-87.666455,8,"CULEX RESTUANS","0"
2007,"7",41.891118,-87.654491,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.891118,-87.654491,8,"CULEX RESTUANS","0"
2007,"7",41.891118,-87.654491,8,"CULEX PIPIENS","0"
2007,"7",41.867108,-87.654224,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.867108,-87.654224,8,"CULEX RESTUANS","0"
2007,"7",41.896282,-87.655232,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.896282,-87.655232,8,"CULEX RESTUANS","0"
2007,"7",41.921965,-87.632085,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.921965,-87.632085,8,"CULEX RESTUANS","0"
2007,"7",41.688324,-87.676709,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.688324,-87.676709,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.688324,-87.676709,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.688324,-87.676709,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.688324,-87.676709,8,"CULEX RESTUANS","0"
2007,"7",41.688324,-87.676709,8,"CULEX RESTUANS","0"
2007,"7",41.688324,-87.676709,8,"CULEX PIPIENS","0"
2007,"7",41.688324,-87.676709,8,"CULEX SALINARIUS","0"
2007,"7",41.688324,-87.676709,8,"CULEX TERRITANS","0"
2007,"7",41.862292,-87.64886,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.862292,-87.64886,8,"CULEX PIPIENS","0"
2007,"7",41.720848,-87.666014,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.731922,-87.677512,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.731922,-87.677512,8,"CULEX RESTUANS","0"
2007,"7",41.731922,-87.677512,8,"CULEX PIPIENS","0"
2007,"7",41.999129,-87.795585,8,"CULEX RESTUANS","0"
2007,"7",42.01743,-87.687769,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",42.01743,-87.687769,8,"CULEX RESTUANS","0"
2007,"7",42.01743,-87.687769,8,"CULEX SALINARIUS","0"
2007,"7",41.981964,-87.812827,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.981964,-87.812827,8,"CULEX RESTUANS","0"
2007,"7",41.944869,-87.832763,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.944869,-87.832763,8,"CULEX RESTUANS","0"
2007,"7",41.944869,-87.832763,8,"CULEX RESTUANS","0"
2007,"7",41.944869,-87.832763,8,"CULEX PIPIENS","0"
2007,"7",42.011601,-87.811506,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",42.011601,-87.811506,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",42.011601,-87.811506,8,"CULEX RESTUANS","0"
2007,"7",42.011601,-87.811506,8,"CULEX RESTUANS","0"
2007,"7",42.011601,-87.811506,8,"CULEX PIPIENS","0"
2007,"7",41.94983,-87.698457,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.979243,-87.750938,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.979243,-87.750938,9,"CULEX RESTUANS","0"
2007,"7",41.986921,-87.689778,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.986921,-87.689778,9,"CULEX RESTUANS","0"
2007,"7",41.801498,-87.763416,9,"CULEX RESTUANS","0"
2007,"7",41.906638,-87.701431,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.723195,-87.64997,5,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.723195,-87.64997,5,"CULEX RESTUANS","0"
2007,"7",41.868077,-87.666901,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.868077,-87.666901,9,"CULEX RESTUANS","0"
2007,"7",41.869216,-87.627561,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.869216,-87.627561,8,"CULEX PIPIENS","0"
2007,"7",41.662014,-87.724608,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.662014,-87.724608,8,"CULEX RESTUANS","0"
2007,"7",41.662014,-87.724608,8,"CULEX PIPIENS","0"
2007,"7",41.961743,-87.76007,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.953067,-87.776792,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.953067,-87.776792,8,"CULEX RESTUANS","0"
2007,"7",41.878114,-87.629798,3,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.878114,-87.629798,3,"CULEX RESTUANS","0"
2007,"7",41.958271,-87.702575,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.958271,-87.702575,9,"CULEX RESTUANS","0"
2007,"7",41.958271,-87.702575,9,"CULEX PIPIENS","0"
2007,"7",42.006858,-87.675919,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.916265,-87.800515,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.916265,-87.800515,8,"CULEX RESTUANS","0"
2007,"7",41.682587,-87.707973,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.682587,-87.707973,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.682587,-87.707973,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.682587,-87.707973,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.682587,-87.707973,9,"CULEX RESTUANS","0"
2007,"7",41.682587,-87.707973,9,"CULEX PIPIENS","0"
2007,"7",41.725517,-87.614258,8,"CULEX RESTUANS","0"
2007,"7",41.948167,-87.730698,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.948167,-87.730698,8,"CULEX RESTUANS","0"
2007,"7",41.953705,-87.733974,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.964242,-87.757639,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.990284,-87.797127,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.990284,-87.797127,8,"CULEX RESTUANS","0"
2007,"7",42.008314,-87.777921,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",42.008314,-87.777921,9,"CULEX RESTUANS","0"
2007,"7",42.008314,-87.777921,9,"CULEX PIPIENS","0"
2007,"7",41.921177,-87.79518,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.857402,-87.694991,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.857402,-87.694991,8,"CULEX RESTUANS","0"
2007,"7",41.868142,-87.696269,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.868142,-87.696269,9,"CULEX PIPIENS","0"
2007,"7",41.721474,-87.648064,8,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.869107,-87.696293,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.869107,-87.696293,9,"CULEX RESTUANS","0"
2007,"7",41.719059,-87.675088,9,"CULEX PIPIENS/RESTUANS","0"
2007,"7",41.719059,-87.675088,9,"CULEX RESTUANS","0"
